;  LST file generated by mikroListExporter - v.2.0 
; Date/Time: 10/21/2012 10:03:53 PM
;----------------------------------------------

;Address Opcode 	ASM
0x0882	0x0101      	MOVLB       1
0x0884	0x8FA6      	BSF         __Lib_USB_genHID_inPipes+3, 7, 1
;__Lib_USB_genHID.c,3420 :: 		
0x0886	0x0104      	MOVLB       4
0x0888	0xBF24      	BTFSC       1060, 7, 1
0x088A	0xD016      	BRA         L___Lib_USB_genHID_USB_Std_Feature_Req_Handler133
;__Lib_USB_genHID.c,3421 :: 		
0x088C	0xF003C424  	MOVFF       1060, R3
0x0890	0x0E0F      	MOVLW       15
0x0892	0x1603      	ANDWF       R3, 1 
0x0894	0xF000C003  	MOVFF       R3, R0
0x0898	0x0E00      	MOVLW       0
0x089A	0x6E01      	MOVWF       R1 
0x089C	0x3600      	RLCF        R0, 1 
0x089E	0x9000      	BCF         R0, 0 
0x08A0	0x3601      	RLCF        R1, 1 
0x08A2	0x0E82      	MOVLW       __Lib_USB_genHID_BDTEntry_OutPtr
0x08A4	0x2400      	ADDWF       R0, 0 
0x08A6	0x6EE9      	MOVWF       FSR0L 
0x08A8	0x0E01      	MOVLW       hi_addr(__Lib_USB_genHID_BDTEntry_OutPtr)
0x08AA	0x2001      	ADDWFC      R1, 0 
0x08AC	0x6EEA      	MOVWF       FSR0H 
0x08AE	0xF004CFEE  	MOVFF       POSTINC0, R4
0x08B2	0xF005CFEE  	MOVFF       POSTINC0, R5
;__Lib_USB_genHID.c,3422 :: 		
0x08B6	0xD015      	BRA         L___Lib_USB_genHID_USB_Std_Feature_Req_Handler134
L___Lib_USB_genHID_USB_Std_Feature_Req_Handler133:
;__Lib_USB_genHID.c,3423 :: 		
0x08B8	0xF003C424  	MOVFF       1060, R3
0x08BC	0x0E0F      	MOVLW       15
0x08BE	0x1603      	ANDWF       R3, 1 
0x08C0	0xF000C003  	MOVFF       R3, R0
0x08C4	0x0E00      	MOVLW       0
0x08C6	0x6E01      	MOVWF       R1 
0x08C8	0x3600      	RLCF        R0, 1 
0x08CA	0x9000      	BCF         R0, 0 
0x08CC	0x3601      	RLCF        R1, 1 
0x08CE	0x0E9B      	MOVLW       __Lib_USB_genHID_BDTEntry_InPtr
0x08D0	0x2400      	ADDWF       R0, 0 
0x08D2	0x6EE9      	MOVWF       FSR0L 
0x08D4	0x0E01      	MOVLW       hi_addr(__Lib_USB_genHID_BDTEntry_InPtr)
0x08D6	0x2001      	ADDWFC      R1, 0 
0x08D8	0x6EEA      	MOVWF       FSR0H 
0x08DA	0xF004CFEE  	MOVFF       POSTINC0, R4
0x08DE	0xF005CFEE  	MOVFF       POSTINC0, R5
;__Lib_USB_genHID.c,3424 :: 		
L___Lib_USB_genHID_USB_Std_Feature_Req_Handler134:
;__Lib_USB_genHID.c,3427 :: 		
0x08E2	0x5121      	MOVF        1057, 0, 1
0x08E4	0x0A03      	XORLW       3
0x08E6	0xE107      	BNZ         L___Lib_USB_genHID_USB_Std_Feature_Req_Handler135
;__Lib_USB_genHID.c,3429 :: 		
0x08E8	0xFFE1C004  	MOVFF       R4, FSR1L
0x08EC	0xFFE2C005  	MOVFF       R5, FSR1H
0x08F0	0x0E84      	MOVLW       132
0x08F2	0x6EE6      	MOVWF       POSTINC1 
;__Lib_USB_genHID.c,3430 :: 		
0x08F4	0xD043      	BRA         L___Lib_USB_genHID_USB_Std_Feature_Req_Handler136
L___Lib_USB_genHID_USB_Std_Feature_Req_Handler135:
;__Lib_USB_genHID.c,3435 :: 		
0x08F6	0xF000C424  	MOVFF       1060, R0
0x08FA	0x0E0F      	MOVLW       15
0x08FC	0x1600      	ANDWF       R0, 1 
0x08FE	0x0E70      	MOVLW       UEP0
0x0900	0x6E02      	MOVWF       R2 
0x0902	0x0E0F      	MOVLW       hi_addr(UEP0)
0x0904	0x6E03      	MOVWF       R3 
0x0906	0x5000      	MOVF        R0, 0 
0x0908	0x2602      	ADDWF       R2, 1 
0x090A	0xB0D8      	BTFSC       STATUS, 0 
0x090C	0x2A03      	INCF        R3, 1 
;__Lib_USB_genHID.c,3439 :: 		
0x090E	0xFFE9C002  	MOVFF       R2, FSR0L
0x0912	0xFFEAC003  	MOVFF       R3, FSR0H
0x0916	0x0EFE      	MOVLW       254
0x0918	0x14EE      	ANDWF       POSTINC0, 0 
0x091A	0x6E00      	MOVWF       R0 
0x091C	0xF001CFEE  	MOVFF       POSTINC0, R1
0x0920	0x0EFF      	MOVLW       255
0x0922	0x1601      	ANDWF       R1, 1 
0x0924	0xFFE1C002  	MOVFF       R2, FSR1L
0x0928	0xFFE2C003  	MOVFF       R3, FSR1H
0x092C	0xFFE6C000  	MOVFF       R0, POSTINC1
0x0930	0xFFE6C001  	MOVFF       R1, POSTINC1
;__Lib_USB_genHID.c,3441 :: 		
0x0934	0xAF24      	BTFSS       1060, 7, 1
0x0936	0xD011      	BRA         L___Lib_USB_genHID_USB_Std_Feature_Req_Handler137
;__Lib_USB_genHID.c,3447 :: 		
0x0938	0xFFE1C004  	MOVFF       R4, FSR1L
0x093C	0xFFE2C005  	MOVFF       R5, FSR1H
0x0940	0x6AE6      	CLRF        POSTINC1 
;__Lib_USB_genHID.c,3449 :: 		
0x0942	0x0E04      	MOVLW       4
0x0944	0x1804      	XORWF       R4, 0 
0x0946	0x6E00      	MOVWF       R0 
0x0948	0xF004C000  	MOVFF       R0, R4
;__Lib_USB_genHID.c,3450 :: 		
0x094C	0xFFE1C004  	MOVFF       R4, FSR1L
0x0950	0xFFE2C005  	MOVFF       R5, FSR1H
0x0954	0x0E40      	MOVLW       64
0x0956	0x6EE6      	MOVWF       POSTINC1 
;__Lib_USB_genHID.c,3454 :: 		
0x0958	0xD011      	BRA         L___Lib_USB_genHID_USB_Std_Feature_Req_Handler138
L___Lib_USB_genHID_USB_Std_Feature_Req_Handler137:
;__Lib_USB_genHID.c,3462 :: 		
0x095A	0xFFE1C004  	MOVFF       R4, FSR1L
0x095E	0xFFE2C005  	MOVFF       R5, FSR1H
0x0962	0x0E88      	MOVLW       136
0x0964	0x6EE6      	MOVWF       POSTINC1 
;__Lib_USB_genHID.c,3464 :: 		
0x0966	0x0E04      	MOVLW       4
0x0968	0x1804      	XORWF       R4, 0 
0x096A	0x6E00      	MOVWF       R0 
0x096C	0xF004C000  	MOVFF       R0, R4
;__Lib_USB_genHID.c,3465 :: 		
0x0970	0xFFE1C004  	MOVFF       R4, FSR1L
0x0974	0xFFE2C005  	MOVFF       R5, FSR1H
0x0978	0x0EC8      	MOVLW       200
0x097A	0x6EE6      	MOVWF       POSTINC1 
;__Lib_USB_genHID.c,3470 :: 		
L___Lib_USB_genHID_USB_Std_Feature_Req_Handler138:
;__Lib_USB_genHID.c,3471 :: 		
L___Lib_USB_genHID_USB_Std_Feature_Req_Handler136:
;__Lib_USB_genHID.c,3473 :: 		
L___Lib_USB_genHID_USB_Std_Feature_Req_Handler132:
;__Lib_USB_genHID.c,3474 :: 		
L_end_USB_Std_Feature_Req_Handler:
0x097C	0x0012      	RETURN      0
; end of __Lib_USB_genHID_USB_Std_Feature_Req_Handler
__Lib_USB_genHID_USB_Get_Status_Handler:
;__Lib_USB_genHID.c,3542 :: 		
;__Lib_USB_genHID.c,3544 :: 		
0x097E	0x0104      	MOVLB       4
0x0980	0x6B28      	CLRF        __Lib_USB_genHID_CtrlTrfData, 1
;__Lib_USB_genHID.c,3545 :: 		
0x0982	0x6B29      	CLRF        1065, 1
;__Lib_USB_genHID.c,3547 :: 		
0x0984	0xD04A      	BRA         L___Lib_USB_genHID_USB_Get_Status_Handler148
;__Lib_USB_genHID.c,3548 :: 		
L___Lib_USB_genHID_USB_Get_Status_Handler150:
;__Lib_USB_genHID.c,3549 :: 		
0x0986	0x0101      	MOVLB       1
0x0988	0x8FA6      	BSF         __Lib_USB_genHID_inPipes+3, 7, 1
;__Lib_USB_genHID.c,3556 :: 		
0x098A	0x0104      	MOVLB       4
0x098C	0x8128      	BSF         __Lib_USB_genHID_CtrlTrfData, 0, 1
;__Lib_USB_genHID.c,3559 :: 		
0x098E	0x0101      	MOVLB       1
0x0990	0x518E      	MOVF        __Lib_USB_genHID_RemoteWakeup, 0, 1
0x0992	0x0A01      	XORLW       1
0x0994	0xE102      	BNZ         L___Lib_USB_genHID_USB_Get_Status_Handler152
;__Lib_USB_genHID.c,3560 :: 		
0x0996	0x0104      	MOVLB       4
0x0998	0x8328      	BSF         __Lib_USB_genHID_CtrlTrfData, 1, 1
;__Lib_USB_genHID.c,3561 :: 		
L___Lib_USB_genHID_USB_Get_Status_Handler152:
;__Lib_USB_genHID.c,3562 :: 		
0x099A	0xD054      	BRA         L___Lib_USB_genHID_USB_Get_Status_Handler149
;__Lib_USB_genHID.c,3563 :: 		
L___Lib_USB_genHID_USB_Get_Status_Handler153:
;__Lib_USB_genHID.c,3564 :: 		
0x099C	0x0101      	MOVLB       1
0x099E	0x8FA6      	BSF         __Lib_USB_genHID_inPipes+3, 7, 1
;__Lib_USB_genHID.c,3565 :: 		
0x09A0	0xD051      	BRA         L___Lib_USB_genHID_USB_Get_Status_Handler149
;__Lib_USB_genHID.c,3566 :: 		
L___Lib_USB_genHID_USB_Get_Status_Handler154:
0x09A2	0x0101      	MOVLB       1
;__Lib_USB_genHID.c,3567 :: 		
0x09A4	0x8FA6      	BSF         __Lib_USB_genHID_inPipes+3, 7, 1
;__Lib_USB_genHID.c,3574 :: 		
0x09A6	0x0104      	MOVLB       4
0x09A8	0xBF24      	BTFSC       1060, 7, 1
0x09AA	0xD016      	BRA         L___Lib_USB_genHID_USB_Get_Status_Handler155
;__Lib_USB_genHID.c,3575 :: 		
0x09AC	0xF003C424  	MOVFF       1060, R3
0x09B0	0x0E0F      	MOVLW       15
0x09B2	0x1603      	ANDWF       R3, 1 
0x09B4	0xF000C003  	MOVFF       R3, R0
0x09B8	0x0E00      	MOVLW       0
0x09BA	0x6E01      	MOVWF       R1 
0x09BC	0x3600      	RLCF        R0, 1 
0x09BE	0x9000      	BCF         R0, 0 
0x09C0	0x3601      	RLCF        R1, 1 
0x09C2	0x0E82      	MOVLW       __Lib_USB_genHID_BDTEntry_OutPtr
0x09C4	0x2400      	ADDWF       R0, 0 
0x09C6	0x6EE9      	MOVWF       FSR0L 
0x09C8	0x0E01      	MOVLW       hi_addr(__Lib_USB_genHID_BDTEntry_OutPtr)
0x09CA	0x2001      	ADDWFC      R1, 0 
0x09CC	0x6EEA      	MOVWF       FSR0H 
0x09CE	0xF004CFEE  	MOVFF       POSTINC0, R4
0x09D2	0xF005CFEE  	MOVFF       POSTINC0, R5
;__Lib_USB_genHID.c,3576 :: 		
0x09D6	0xD015      	BRA         L___Lib_USB_genHID_USB_Get_Status_Handler156
L___Lib_USB_genHID_USB_Get_Status_Handler155:
;__Lib_USB_genHID.c,3577 :: 		
0x09D8	0xF003C424  	MOVFF       1060, R3
0x09DC	0x0E0F      	MOVLW       15
0x09DE	0x1603      	ANDWF       R3, 1 
0x09E0	0xF000C003  	MOVFF       R3, R0
0x09E4	0x0E00      	MOVLW       0
0x09E6	0x6E01      	MOVWF       R1 
0x09E8	0x3600      	RLCF        R0, 1 
0x09EA	0x9000      	BCF         R0, 0 
0x09EC	0x3601      	RLCF        R1, 1 
0x09EE	0x0E9B      	MOVLW       __Lib_USB_genHID_BDTEntry_InPtr
0x09F0	0x2400      	ADDWF       R0, 0 
0x09F2	0x6EE9      	MOVWF       FSR0L 
0x09F4	0x0E01      	MOVLW       hi_addr(__Lib_USB_genHID_BDTEntry_InPtr)
0x09F6	0x2001      	ADDWFC      R1, 0 
0x09F8	0x6EEA      	MOVWF       FSR0H 
0x09FA	0xF004CFEE  	MOVFF       POSTINC0, R4
0x09FE	0xF005CFEE  	MOVFF       POSTINC0, R5
;__Lib_USB_genHID.c,3578 :: 		
L___Lib_USB_genHID_USB_Get_Status_Handler156:
;__Lib_USB_genHID.c,3580 :: 		
0x0A02	0xFFE9C004  	MOVFF       R4, FSR0L
0x0A06	0xFFEAC005  	MOVFF       R5, FSR0H
0x0A0A	0xF001CFEE  	MOVFF       POSTINC0, R1
0x0A0E	0xA401      	BTFSS       R1, 2 
0x0A10	0xD003      	BRA         L___Lib_USB_genHID_USB_Get_Status_Handler157
;__Lib_USB_genHID.c,3581 :: 		
0x0A12	0x0104      	MOVLB       4
0x0A14	0x0E01      	MOVLW       1
0x0A16	0x6F28      	MOVWF       __Lib_USB_genHID_CtrlTrfData, 1
L___Lib_USB_genHID_USB_Get_Status_Handler157:
;__Lib_USB_genHID.c,3582 :: 		
0x0A18	0xD015      	BRA         L___Lib_USB_genHID_USB_Get_Status_Handler149
;__Lib_USB_genHID.c,3584 :: 		
L___Lib_USB_genHID_USB_Get_Status_Handler148:
0x0A1A	0xF001C420  	MOVFF       __Lib_USB_genHID_SetupPkt, R1
0x0A1E	0x0E1F      	MOVLW       31
0x0A20	0x1601      	ANDWF       R1, 1 
0x0A22	0x5001      	MOVF        R1, 0 
0x0A24	0x0A00      	XORLW       0
0x0A26	0xE0AF      	BZ          L___Lib_USB_genHID_USB_Get_Status_Handler150
0x0A28	0xF001C420  	MOVFF       __Lib_USB_genHID_SetupPkt, R1
0x0A2C	0x0E1F      	MOVLW       31
0x0A2E	0x1601      	ANDWF       R1, 1 
0x0A30	0x5001      	MOVF        R1, 0 
0x0A32	0x0A01      	XORLW       1
0x0A34	0xE0B3      	BZ          L___Lib_USB_genHID_USB_Get_Status_Handler153
0x0A36	0xF001C420  	MOVFF       __Lib_USB_genHID_SetupPkt, R1
0x0A3A	0x0E1F      	MOVLW       31
0x0A3C	0x1601      	ANDWF       R1, 1 
0x0A3E	0x5001      	MOVF        R1, 0 
0x0A40	0x0A02      	XORLW       2
0x0A42	0xE0AF      	BZ          L___Lib_USB_genHID_USB_Get_Status_Handler154
L___Lib_USB_genHID_USB_Get_Status_Handler149:
;__Lib_USB_genHID.c,3586 :: 		
0x0A44	0x0101      	MOVLB       1
0x0A46	0xAFA6      	BTFSS       __Lib_USB_genHID_inPipes+3, 7, 1
0x0A48	0xD007      	BRA         L___Lib_USB_genHID_USB_Get_Status_Handler158
;__Lib_USB_genHID.c,3587 :: 		
0x0A4A	0x0E28      	MOVLW       __Lib_USB_genHID_CtrlTrfData
0x0A4C	0x6FA3      	MOVWF       __Lib_USB_genHID_inPipes, 1
0x0A4E	0x0E04      	MOVLW       hi_addr(__Lib_USB_genHID_CtrlTrfData)
0x0A50	0x6FA4      	MOVWF       __Lib_USB_genHID_inPipes+1, 1
;__Lib_USB_genHID.c,3588 :: 		
0x0A52	0x81A6      	BSF         __Lib_USB_genHID_inPipes+3, 0, 1
;__Lib_USB_genHID.c,3589 :: 		
0x0A54	0x0E02      	MOVLW       2
0x0A56	0x6FA7      	MOVWF       __Lib_USB_genHID_inPipes+4, 1
;__Lib_USB_genHID.c,3590 :: 		
L___Lib_USB_genHID_USB_Get_Status_Handler158:
;__Lib_USB_genHID.c,3591 :: 		
L_end_USB_Get_Status_Handler:
0x0A58	0x0012      	RETURN      0
; end of __Lib_USB_genHID_USB_Get_Status_Handler
__Lib_USB_genHID_USB_CtrlTrf_Tx_Service:
;__Lib_USB_genHID.c,3762 :: 		
;__Lib_USB_genHID.c,3769 :: 		
0x0A5A	0x0E00      	MOVLW       0
0x0A5C	0x0101      	MOVLB       1
0x0A5E	0x5DA8      	SUBWF       __Lib_USB_genHID_inPipes+5, 0, 1
0x0A60	0xE102      	BNZ         L___Lib_USB_genHID_USB_CtrlTrf_Tx_Service306
0x0A62	0x0E08      	MOVLW       8
0x0A64	0x5DA7      	SUBWF       __Lib_USB_genHID_inPipes+4, 0, 1
L___Lib_USB_genHID_USB_CtrlTrf_Tx_Service306:
0x0A66	0xE210      	BC          L___Lib_USB_genHID_USB_CtrlTrf_Tx_Service167
;__Lib_USB_genHID.c,3770 :: 		
0x0A68	0xF003C1A7  	MOVFF       __Lib_USB_genHID_inPipes+4, R3
0x0A6C	0xF004C1A8  	MOVFF       __Lib_USB_genHID_inPipes+5, R4
;__Lib_USB_genHID.c,3772 :: 		
0x0A70	0x518D      	MOVF        __Lib_USB_genHID_shortPacketStatus, 0, 1
0x0A72	0x0A00      	XORLW       0
0x0A74	0xE103      	BNZ         L___Lib_USB_genHID_USB_CtrlTrf_Tx_Service168
;__Lib_USB_genHID.c,3773 :: 		
0x0A76	0x0E01      	MOVLW       1
0x0A78	0x6F8D      	MOVWF       __Lib_USB_genHID_shortPacketStatus, 1
;__Lib_USB_genHID.c,3774 :: 		
0x0A7A	0xD005      	BRA         L___Lib_USB_genHID_USB_CtrlTrf_Tx_Service169
L___Lib_USB_genHID_USB_CtrlTrf_Tx_Service168:
0x0A7C	0x518D      	MOVF        __Lib_USB_genHID_shortPacketStatus, 0, 1
0x0A7E	0x0A01      	XORLW       1
0x0A80	0xE102      	BNZ         L___Lib_USB_genHID_USB_CtrlTrf_Tx_Service170
;__Lib_USB_genHID.c,3775 :: 		
0x0A82	0x0E02      	MOVLW       2
0x0A84	0x6F8D      	MOVWF       __Lib_USB_genHID_shortPacketStatus, 1
;__Lib_USB_genHID.c,3776 :: 		
L___Lib_USB_genHID_USB_CtrlTrf_Tx_Service170:
L___Lib_USB_genHID_USB_CtrlTrf_Tx_Service169:
;__Lib_USB_genHID.c,3777 :: 		
0x0A86	0xD004      	BRA         L___Lib_USB_genHID_USB_CtrlTrf_Tx_Service171
L___Lib_USB_genHID_USB_CtrlTrf_Tx_Service167:
;__Lib_USB_genHID.c,3778 :: 		
0x0A88	0x0E08      	MOVLW       8
0x0A8A	0x6E03      	MOVWF       R3 
0x0A8C	0x0E00      	MOVLW       0
0x0A8E	0x6E04      	MOVWF       R4 
;__Lib_USB_genHID.c,3779 :: 		
L___Lib_USB_genHID_USB_CtrlTrf_Tx_Service171:
;__Lib_USB_genHID.c,3785 :: 		
0x0A90	0xFFE1C19B  	MOVFF       __Lib_USB_genHID_BDTEntry_InPtr, FSR1L
0x0A94	0xFFE2C19C  	MOVFF       __Lib_USB_genHID_BDTEntry_InPtr+1, FSR1H
0x0A98	0x92E6      	BCF         POSTINC1, 1 
;__Lib_USB_genHID.c,3786 :: 		
0x0A9A	0xFFE1C19B  	MOVFF       __Lib_USB_genHID_BDTEntry_InPtr, FSR1L
0x0A9E	0xFFE2C19C  	MOVFF       __Lib_USB_genHID_BDTEntry_InPtr+1, FSR1H
0x0AA2	0x90E6      	BCF         POSTINC1, 0 
;__Lib_USB_genHID.c,3788 :: 		
0x0AA4	0xFFE9C19B  	MOVFF       __Lib_USB_genHID_BDTEntry_InPtr, FSR0L
0x0AA8	0xFFEAC19C  	MOVFF       __Lib_USB_genHID_BDTEntry_InPtr+1, FSR0H
0x0AAC	0xF000CFEE  	MOVFF       POSTINC0, R0
0x0AB0	0xFFE1C19B  	MOVFF       __Lib_USB_genHID_BDTEntry_InPtr, FSR1L
0x0AB4	0xFFE2C19C  	MOVFF       __Lib_USB_genHID_BDTEntry_InPtr+1, FSR1H
0x0AB8	0x5004      	MOVF        R4, 0 
0x0ABA	0x1000      	IORWF       R0, 0 
0x0ABC	0x6EE6      	MOVWF       POSTINC1 
;__Lib_USB_genHID.c,3789 :: 		
0x0ABE	0x0E01      	MOVLW       1
0x0AC0	0x259B      	ADDWF       __Lib_USB_genHID_BDTEntry_InPtr, 0, 1
0x0AC2	0x6EE1      	MOVWF       FSR1L 
0x0AC4	0x0E00      	MOVLW       0
0x0AC6	0x219C      	ADDWFC      __Lib_USB_genHID_BDTEntry_InPtr+1, 0, 1
0x0AC8	0x6EE2      	MOVWF       FSR1H 
0x0ACA	0xFFE6C003  	MOVFF       R3, POSTINC1
;__Lib_USB_genHID.c,3794 :: 		
0x0ACE	0x5003      	MOVF        R3, 0 
0x0AD0	0x5DA7      	SUBWF       __Lib_USB_genHID_inPipes+4, 0, 1
0x0AD2	0x6E00      	MOVWF       R0 
0x0AD4	0x5004      	MOVF        R4, 0 
0x0AD6	0x59A8      	SUBWFB      __Lib_USB_genHID_inPipes+5, 0, 1
0x0AD8	0x6E01      	MOVWF       R1 
0x0ADA	0xF1A7C000  	MOVFF       R0, __Lib_USB_genHID_inPipes+4
0x0ADE	0xF1A8C001  	MOVFF       R1, __Lib_USB_genHID_inPipes+5
;__Lib_USB_genHID.c,3796 :: 		
0x0AE2	0x0E28      	MOVLW       __Lib_USB_genHID_CtrlTrfData
0x0AE4	0x6F88      	MOVWF       __Lib_USB_genHID_pDst, 1
0x0AE6	0x0E04      	MOVLW       hi_addr(__Lib_USB_genHID_CtrlTrfData)
0x0AE8	0x6F89      	MOVWF       __Lib_USB_genHID_pDst+1, 1
;__Lib_USB_genHID.c,3798 :: 		
0x0AEA	0xB1A6      	BTFSC       __Lib_USB_genHID_inPipes+3, 0, 1
0x0AEC	0xD02F      	BRA         L___Lib_USB_genHID_USB_CtrlTrf_Tx_Service172
;__Lib_USB_genHID.c,3800 :: 		
L___Lib_USB_genHID_USB_CtrlTrf_Tx_Service173:
0x0AEE	0x5003      	MOVF        R3, 0 
0x0AF0	0x1004      	IORWF       R4, 0 
0x0AF2	0xE02B      	BZ          L___Lib_USB_genHID_USB_CtrlTrf_Tx_Service174
;__Lib_USB_genHID.c,3801 :: 		
0x0AF4	0xFFF6C1A3  	MOVFF       __Lib_USB_genHID_inPipes, 4086
0x0AF8	0xFFF7C1A4  	MOVFF       __Lib_USB_genHID_inPipes+1, TBLPTRH
0x0AFC	0xFFF8C1A5  	MOVFF       __Lib_USB_genHID_inPipes+2, TBLPTRU
0x0B00	0x0009      	TBLRD*+
0x0B02	0xF000CFF5  	MOVFF       TABLAT, R0
0x0B06	0xFFE1C188  	MOVFF       __Lib_USB_genHID_pDst, FSR1L
0x0B0A	0xFFE2C189  	MOVFF       __Lib_USB_genHID_pDst+1, FSR1H
0x0B0E	0xFFE6C000  	MOVFF       R0, POSTINC1
0x0B12	0x4B88      	INFSNZ      __Lib_USB_genHID_pDst, 1, 1
0x0B14	0x2B89      	INCF        __Lib_USB_genHID_pDst+1, 1, 1
0x0B16	0x0E01      	MOVLW       1
0x0B18	0x25A3      	ADDWF       __Lib_USB_genHID_inPipes, 0, 1
0x0B1A	0x6E00      	MOVWF       R0 
0x0B1C	0x0E00      	MOVLW       0
0x0B1E	0x21A4      	ADDWFC      __Lib_USB_genHID_inPipes+1, 0, 1
0x0B20	0x6E01      	MOVWF       R1 
0x0B22	0x0E00      	MOVLW       0
0x0B24	0x21A5      	ADDWFC      __Lib_USB_genHID_inPipes+2, 0, 1
0x0B26	0x6E02      	MOVWF       R2 
0x0B28	0xF1A3C000  	MOVFF       R0, __Lib_USB_genHID_inPipes
0x0B2C	0xF1A4C001  	MOVFF       R1, __Lib_USB_genHID_inPipes+1
0x0B30	0xF1A5C002  	MOVFF       R2, __Lib_USB_genHID_inPipes+2
;__Lib_USB_genHID.c,3802 :: 		
0x0B34	0x0E01      	MOVLW       1
0x0B36	0x5C03      	SUBWF       R3, 0 
0x0B38	0x6E00      	MOVWF       R0 
0x0B3A	0x0E00      	MOVLW       0
0x0B3C	0x5804      	SUBWFB      R4, 0 
0x0B3E	0x6E01      	MOVWF       R1 
0x0B40	0xF003C000  	MOVFF       R0, R3
0x0B44	0xF004C001  	MOVFF       R1, R4
;__Lib_USB_genHID.c,3803 :: 		
0x0B48	0xD7D2      	BRA         L___Lib_USB_genHID_USB_CtrlTrf_Tx_Service173
L___Lib_USB_genHID_USB_CtrlTrf_Tx_Service174:
;__Lib_USB_genHID.c,3804 :: 		
0x0B4A	0xD024      	BRA         L___Lib_USB_genHID_USB_CtrlTrf_Tx_Service175
L___Lib_USB_genHID_USB_CtrlTrf_Tx_Service172:
;__Lib_USB_genHID.c,3806 :: 		
L___Lib_USB_genHID_USB_CtrlTrf_Tx_Service176:
0x0B4C	0x5003      	MOVF        R3, 0 
0x0B4E	0x1004      	IORWF       R4, 0 
0x0B50	0xE021      	BZ          L___Lib_USB_genHID_USB_CtrlTrf_Tx_Service177
;__Lib_USB_genHID.c,3807 :: 		
0x0B52	0xFFE9C1A3  	MOVFF       __Lib_USB_genHID_inPipes, FSR0L
0x0B56	0xFFEAC1A4  	MOVFF       __Lib_USB_genHID_inPipes+1, FSR0H
0x0B5A	0xFFE1C188  	MOVFF       __Lib_USB_genHID_pDst, FSR1L
0x0B5E	0xFFE2C189  	MOVFF       __Lib_USB_genHID_pDst+1, FSR1H
0x0B62	0xFFE6CFEE  	MOVFF       POSTINC0, POSTINC1
0x0B66	0x4B88      	INFSNZ      __Lib_USB_genHID_pDst, 1, 1
0x0B68	0x2B89      	INCF        __Lib_USB_genHID_pDst+1, 1, 1
0x0B6A	0x0E01      	MOVLW       1
0x0B6C	0x25A3      	ADDWF       __Lib_USB_genHID_inPipes, 0, 1
0x0B6E	0x6E00      	MOVWF       R0 
0x0B70	0x0E00      	MOVLW       0
0x0B72	0x21A4      	ADDWFC      __Lib_USB_genHID_inPipes+1, 0, 1
0x0B74	0x6E01      	MOVWF       R1 
0x0B76	0xF1A3C000  	MOVFF       R0, __Lib_USB_genHID_inPipes
0x0B7A	0xF1A4C001  	MOVFF       R1, __Lib_USB_genHID_inPipes+1
;__Lib_USB_genHID.c,3808 :: 		
0x0B7E	0x0E01      	MOVLW       1
0x0B80	0x5C03      	SUBWF       R3, 0 
0x0B82	0x6E00      	MOVWF       R0 
0x0B84	0x0E00      	MOVLW       0
0x0B86	0x5804      	SUBWFB      R4, 0 
0x0B88	0x6E01      	MOVWF       R1 
0x0B8A	0xF003C000  	MOVFF       R0, R3
0x0B8E	0xF004C001  	MOVFF       R1, R4
;__Lib_USB_genHID.c,3809 :: 		
0x0B92	0xD7DC      	BRA         L___Lib_USB_genHID_USB_CtrlTrf_Tx_Service176
L___Lib_USB_genHID_USB_CtrlTrf_Tx_Service177:
;__Lib_USB_genHID.c,3810 :: 		
L___Lib_USB_genHID_USB_CtrlTrf_Tx_Service175:
;__Lib_USB_genHID.c,3812 :: 		
L_end_USB_CtrlTrf_Tx_Service:
0x0B94	0x0012      	RETURN      0
; end of __Lib_USB_genHID_USB_CtrlTrf_Tx_Service
_isdigit:
;__Lib_CType.c,23 :: 		
;__Lib_CType.c,24 :: 		
0x0B96	0x0102      	MOVLB       2
0x0B98	0x5160      	MOVF        FARG_isdigit_character, 0, 1
0x0B9A	0x0839      	SUBLW       57
0x0B9C	0xE306      	BNC         L_isdigit9
0x0B9E	0x0E30      	MOVLW       48
0x0BA0	0x5D60      	SUBWF       FARG_isdigit_character, 0, 1
0x0BA2	0xE303      	BNC         L_isdigit9
0x0BA4	0x0E01      	MOVLW       1
0x0BA6	0x6E00      	MOVWF       R0 
0x0BA8	0xD001      	BRA         L_isdigit8
L_isdigit9:
0x0BAA	0x6A00      	CLRF        R0 
L_isdigit8:
;__Lib_CType.c,25 :: 		
L_end_isdigit:
0x0BAC	0x0012      	RETURN      0
; end of _isdigit
_ByteToStr:
;__Lib_Conversions.c,66 :: 		
;__Lib_Conversions.c,69 :: 		
0x0BAE	0x0102      	MOVLB       2
0x0BB0	0x6B63      	CLRF        ByteToStr_DigitPos_L0, 1
L_ByteToStr0:
0x0BB2	0x0E03      	MOVLW       3
0x0BB4	0x5D63      	SUBWF       ByteToStr_DigitPos_L0, 0, 1
0x0BB6	0xE20A      	BC          L_ByteToStr1
;__Lib_Conversions.c,70 :: 		
0x0BB8	0x5163      	MOVF        ByteToStr_DigitPos_L0, 0, 1
0x0BBA	0x2561      	ADDWF       FARG_ByteToStr_output, 0, 1
0x0BBC	0x6EE1      	MOVWF       FSR1L 
0x0BBE	0x0E00      	MOVLW       0
0x0BC0	0x2162      	ADDWFC      FARG_ByteToStr_output+1, 0, 1
0x0BC2	0x6EE2      	MOVWF       FSR1H 
